TABLE AGENCIES,,,,,,,
agency_id,agency_name,agency_type,distribution_channel,,,,
6479,5,10,No,3,Thailand,37,0.00
6480,5,10,No,46,Malaysia,10,0.00
6481,5,10,No,60,Japan,16,0.00
6482,5,10,No,12,Vietnam,10,0.00
6483,5,10,No,85,Philippines,12,0.00
6484,5,10,No,241,Canada,0,0.00
6485,5,10,No,24,United States,58,0.00
6486,5,10,No,5,Myanmar,10,0.00
6487,5,10,No,1,Malaysia,10,0.00
6488,5,10,No,15,Malaysia,37,0.00
6489,5,10,No,18,Sri Lanka,24,0.00
6490,5,10,No,18,Australia,29,0.00
6491,5,10,No,17,Indonesia,12,0.00
6492,5,10,No,12,China,41,0.00
6493,5,10,No,3,Taiwan,10,0.00
6494,5,10,No,71,Philippines,13,0.00
6495,5,10,No,17,Japan,39,0.00
6496,5,10,No,30,United Arab Emirates,71,0.00
6497,5,10,No,85,Indonesia,10,0.00
6498,5,10,No,14,Lao,10,0.00
6499,5,10,No,85,Indonesia,10,0.00
6500,5,10,No,3,Singapore,29,0.00
6501,5,10,No,30,Philippines,14,0.00
6502,5,10,No,23,Thailand,16,0.00
6503,5,10,No,7,Indonesia,51,0.00
6504,5,10,No,80,United Kingdom,79,0.00
6505,5,10,No,80,United Kingdom,79,0.00
6506,5,10,No,17,India,25,0.00
6507,5,10,No,15,Thailand,10,0.00
6508,5,10,No,20,United Arab Emirates,31,0.00
6509,5,10,No,3,Indonesia,11,0.00
6510,5,10,No,47,India,10,0.00
6511,5,10,No,27,China,23,0.00
6512,5,10,No,12,Myanmar,10,0.00
6513,5,10,No,143,Spain,58,0.00
6514,5,10,No,17,United States,10,0.00
6515,5,10,No,17,United Arab Emirates,75,0.00
6516,5,10,No,24,China,12,0.00
6517,5,10,No,31,China,12,0.00
6518,5,10,No,46,Thailand,13,0.00
6519,5,10,No,72,India,15,0.00
6520,5,10,No,29,Australia,80,0.00
6521,5,10,No,4,Indonesia,10,0.00
6522,5,10,No,6,Malaysia,10,0.00
6523,5,11,No,13,Singapore,26,0.00
6524,5,11,No,4,Thailand,20,0.00
6525,5,11,No,6,Indonesia,29,0.00
6526,5,11,No,8,Singapore,20,0.00
6527,5,11,No,3,Malaysia,20,0.00
6528,5,11,No,9,Myanmar,20,0.00
6529,5,11,No,129,Singapore,21,0.00
6530,5,11,No,3,Hong Kong,20,0.00
6531,5,11,No,53,Singapore,24,0.00
6532,5,11,No,20,United Kingdom,67,0.00
6533,5,11,No,23,Netherlands,20,0.00
6534,5,11,No,32,Thailand,32,0.00
6535,5,11,No,2,China,29,0.00
6536,5,11,No,30,China,52,0.00
6537,5,11,No,38,Singapore,20,0.00
6538,5,11,No,3,Indonesia,20,0.00
6539,7,3,No,38,India,60,24.00
6540,7,3,No,27,India,31,12.40
6541,4,3,No,59,Indonesia,22,8.36
6542,8,3,No,17,Brunei Darussalam,15,6.00
6543,8,3,No,18,Brunei Darussalam,23,9.20
6544,8,3,No,20,Brunei Darussalam,15,6.00
6545,9,12,No,28,Singapore,9,2.56
6546,9,12,No,4,Singapore,12,3.39
6547,3,4,No,143,Thailand,22,7.70
6548,3,4,No,81,China,63,22.05
6549,3,4,No,45,Hong Kong,26,9.10
6550,3,4,No,65,Malaysia,22,7.70
6551,3,4,No,35,Philippines,22,7.70
6552,3,4,No,58,China,26,9.10
6553,3,4,No,7,Thailand,22,7.70
6554,3,4,No,16,China,40,14.00
6555,3,4,No,16,China,35,12.25
6556,3,4,No,32,Thailand,18,6.30
6557,3,4,No,30,Thailand,18,6.30
6558,3,4,No,22,Taiwan,40,14.00
6559,3,4,No,29,Australia,44,15.40
6560,3,4,No,7,Thailand,22,7.70
6561,3,3,No,10,Hong Kong,0,15.75
6562,3,3,No,93,New Caledonia,58,20.30
6563,1,1,No,33,Thailand,29,9.57
6564,10,13,No,6,Cambodia,4,1.34
6565,6,7,No,10,Singapore,18,4.39
6566,6,7,No,11,Singapore,19,4.72
6567,6,7,No,7,Singapore,31,7.64
6568,6,7,No,14,Singapore,0,7.64
6569,6,7,No,80,Singapore,18,4.39
6570,6,7,No,7,Singapore,24,5.95
6571,6,8,No,9,Singapore,33,8.13
6572,6,8,No,3,Singapore,28,6.94
6573,6,8,No,41,Singapore,44,10.89
6574,6,14,No,9,Singapore,77,19.34
6575,6,9,Yes,369,Singapore,253,63.21
6576,6,9,No,365,Singapore,301,75.25
6577,6,9,No,365,Singapore,389,97.25
6578,2,2,No,51,Malaysia,40,23.76
6579,2,2,No,35,Australia,79,47.52
6580,2,2,No,134,Japan,20,11.88
6581,2,2,No,7,Australia,59,35.64
6582,2,2,No,63,Thailand,30,17.82
6583,2,2,No,135,Switzerland,0,59.40
6584,2,2,No,50,Malaysia,20,11.88
6585,2,2,No,65,France,50,29.70
6586,2,2,No,5,Thailand,40,23.76
6587,2,2,No,2,Thailand,10,5.94
6588,2,2,No,8,Thailand,30,17.82
6589,2,2,No,11,Australia,69,41.58
6590,2,2,No,34,Sweden,10,5.94
6591,2,2,No,207,Australia,50,29.70
6592,2,2,No,144,United States,40,23.76
6593,2,2,No,11,United States,40,23.76
6594,2,2,No,38,Australia,0,53.46
6595,5,6,No,16,United States,81,0.00
6596,5,6,No,54,New Zealand,36,0.00
6597,5,6,No,30,Thailand,22,0.00
6598,5,6,No,64,Japan,83,0.00
6599,5,6,No,43,Taiwan,36,0.00
6600,5,6,No,29,Sri Lanka,35,0.00
6601,5,6,No,20,Canada,106,0.00
6602,5,6,No,35,Thailand,33,0.00
6603,5,6,No,218,Singapore,20,0.00
6604,5,6,No,105,Thailand,32,0.00
6605,5,6,No,30,China,20,0.00
6606,5,6,Yes,66,Thailand,22,0.00
6607,5,6,No,15,Vietnam,28,0.00
6608,5,6,No,8,Indonesia,26,0.00
6609,5,6,No,18,Vietnam,34,0.00
6610,5,6,No,213,Japan,29,0.00
6611,5,6,No,155,Malaysia,20,0.00
6612,5,6,No,8,China,42,0.00
6613,5,6,No,64,Canada,0,0.00
6614,5,6,No,11,Germany,66,0.00
6615,5,6,Yes,80,Philippines,41,0.00
6616,5,6,No,241,Czech Republic,112,0.00
6617,5,6,No,43,Myanmar,20,0.00
6618,5,6,No,6,Thailand,20,0.00
6619,5,6,No,21,Indonesia,20,0.00
6620,5,6,No,15,United States,112,0.00
6621,5,6,No,145,Australia,46,0.00
6622,5,6,No,54,Canada,112,0.00
6623,5,6,No,8,China,35,0.00
6624,5,10,No,11,Thailand,10,0.00
6625,5,10,No,18,Thailand,10,0.00
6626,5,10,No,10,Thailand,10,0.00
6627,5,10,No,33,Japan,28,0.00
6628,5,10,No,92,Thailand,20,0.00
6629,5,10,No,8,China,29,0.00
6630,5,10,No,105,Thailand,20,0.00
6631,5,10,No,23,Indonesia,10,0.00
6632,5,10,No,25,Singapore,10,0.00
6633,5,10,No,15,Indonesia,12,0.00
6634,5,10,No,10,Singapore,17,0.00
6635,5,10,No,15,Indonesia,10,0.00
6636,5,10,No,1,Malaysia,10,0.00
6637,5,10,No,4,Malaysia,10,0.00
6638,5,10,No,21,Russian Federation,18,0.00
6639,5,10,No,7,Malaysia,10,0.00
6640,5,10,No,10,Indonesia,10,0.00
6641,5,10,No,9,Thailand,12,0.00
6642,5,10,No,2,Malaysia,10,0.00
6643,5,10,No,58,Nepal,29,0.00
6644,5,10,No,240,United Kingdom,80,0.00
6645,5,10,No,11,Thailand,22,0.00
6646,5,10,No,61,Germany,60,0.00
6647,5,10,No,39,Cambodia,17,0.00
6648,5,10,No,241,Spain,76,0.00
6649,5,10,No,241,Spain,76,0.00
6650,5,10,No,5,Saudi Arabia,25,0.00
6651,5,10,No,23,Indonesia,10,0.00
6652,5,10,No,9,China,29,0.00
6653,5,10,No,17,United Kingdom,80,0.00
6654,5,10,No,4,Thailand,14,0.00
6655,5,10,No,8,Brazil,11,0.00
6656,5,10,No,22,Singapore,15,0.00
6657,5,10,No,246,Canada,80,0.00
6658,5,10,No,2,Malaysia,10,0.00
6659,5,10,No,69,Thailand,10,0.00
6660,5,10,No,8,Thailand,19,0.00
6661,5,10,No,7,Indonesia,10,0.00
6662,5,10,No,5,Taiwan,16,0.00
6663,5,10,No,240,Japan,36,0.00
6664,5,10,No,6,Malaysia,10,0.00
6665,5,10,No,4,Malaysia,10,0.00
6666,5,10,No,19,Thailand,10,0.00
6667,5,10,No,6,China,24,0.00
6668,5,10,No,8,Hong Kong,20,0.00
6669,5,10,No,11,Australia,80,0.00
6670,5,10,No,135,Hong Kong,15,0.00
6671,5,10,No,93,Thailand,20,0.00
6672,5,11,No,5,Indonesia,20,0.00
6673,5,11,No,5,India,50,0.00
6674,5,11,No,22,United Kingdom,37,0.00
6675,5,11,No,5,United States,22,0.00
6676,4,3,No,16,Netherlands,75,28.50
6677,8,3,No,29,Brunei Darussalam,31,12.40
6678,8,3,No,6,Brunei Darussalam,15,6.00
6679,9,12,No,1,Singapore,1,0.36
6680,9,12,No,6,Singapore,3,0.88
6681,9,12,No,14,Singapore,21,5.98
6682,9,12,No,14,Singapore,1,0.32
6683,9,12,No,14,Singapore,21,5.98
6684,9,12,No,6,Singapore,4,1.25
6685,9,12,No,14,Singapore,21,5.98
6686,3,4,No,23,Thailand,30,10.50
6687,3,4,No,13,Indonesia,22,7.70
6688,3,4,No,28,Malaysia,30,10.50
6689,3,4,No,37,Thailand,22,7.70
6690,3,4,No,37,Thailand,18,6.30
6691,3,4,No,25,China,35,12.25
6692,3,4,No,4,Thailand,18,6.30
6693,3,4,No,35,Hong Kong,35,12.25
6694,3,4,No,26,Japan,26,9.10
6695,3,4,No,60,Indonesia,33,11.55
6696,3,4,No,12,Hong Kong,22,7.70
6697,3,4,No,65,Korea,40,14.00
6698,3,4,No,13,Malaysia,33,11.55
6699,3,3,No,36,China,45,15.75
6700,1,1,No,15,Malaysia,29,9.57
6701,13,5,No,79,France,0,32.68
6702,13,5,No,89,France,0,49.40
6703,10,13,No,119,Cambodia,14,4.94
6704,6,7,No,24,Singapore,25,6.30
6705,6,7,No,78,Singapore,33,8.22
6706,6,7,No,20,Singapore,45,11.21
6707,6,7,No,35,Singapore,100,25.02
6708,6,7,No,13,Singapore,26,6.38
6709,6,7,No,12,Singapore,22,5.53
6710,6,8,No,14,Singapore,59,14.70
6711,6,8,No,21,Singapore,71,17.71
6712,6,9,No,371,Singapore,301,75.25
6713,2,2,No,7,Thailand,0,17.82
6714,2,2,No,15,Australia,99,59.40
6715,2,2,No,43,Australia,79,47.52
6716,2,2,No,121,Taiwan,109,65.34
6717,2,2,No,77,Malaysia,0,17.82
6718,2,2,No,7,New Zealand,0,35.64
6719,2,2,No,9,Australia,30,17.82
6720,2,2,No,24,United States,139,83.16
6721,2,2,No,7,Australia,30,17.82
6722,2,2,No,131,United States,0,65.34
6723,2,2,No,75,New Zealand,109,65.34
6724,2,2,No,22,Australia,149,89.10
6725,2,2,No,15,Thailand,30,17.82
6726,2,2,No,30,United Arab Emirates,0,11.88
6727,2,2,No,24,Australia,0,29.70
6728,2,2,No,58,Finland,30,17.82
6729,2,2,No,10,United Kingdom,40,23.76
6730,2,2,No,12,Australia,20,11.88
6731,2,2,No,10,Australia,30,17.82
6732,2,2,No,33,Australia,50,29.70
6733,2,2,No,48,Australia,69,41.58
6734,5,6,No,74,Hong Kong,27,0.00
6735,5,6,No,33,Thailand,33,0.00
6736,5,6,No,15,United States,81,0.00
6737,5,6,No,42,Thailand,21,0.00
6738,5,6,No,8,Thailand,20,0.00
6739,5,6,No,8,Singapore,20,0.00
6740,5,6,No,79,Hong Kong,23,0.00
6741,5,6,No,40,Cambodia,25,0.00
6742,5,6,No,12,Hong Kong,24,0.00
6743,5,6,No,56,Japan,49,0.00
6744,5,6,No,34,Australia,38,0.00
6745,5,6,No,55,Philippines,21,0.00
6746,5,6,No,105,Japan,32,0.00
6747,5,6,No,20,Hong Kong,20,0.00
6748,5,6,No,32,Indonesia,91,0.00
6749,5,6,No,81,United States,112,0.00
6750,5,6,No,25,Japan,112,0.00
6751,5,6,No,11,Hong Kong,21,0.00
6752,5,6,No,93,United States,81,0.00
6753,5,6,No,12,Singapore,20,0.00
6754,5,6,No,5,Thailand,20,0.00
6755,5,6,No,17,Hong Kong,23,0.00
6756,5,6,No,295,Cambodia,31,0.00
6757,5,6,No,59,Philippines,29,0.00
6758,5,6,No,9,Thailand,20,0.00
6759,5,6,No,10,Kenya,20,0.00
6760,5,6,No,11,Uganda,33,0.00
6761,5,6,No,11,United Arab Emirates,112,0.00
6762,5,6,No,9,Thailand,23,0.00
6763,5,6,No,6,Philippines,24,0.00
6764,5,6,No,10,Taiwan,64,0.00
6765,5,6,No,38,Malaysia,20,0.00
6766,5,6,No,36,Thailand,20,0.00
6767,5,6,No,31,Vietnam,20,0.00
6768,5,6,No,29,Thailand,20,0.00
6769,5,6,No,14,Indonesia,20,0.00
6770,5,10,No,59,Switzerland,45,0.00
6771,5,10,No,58,Italy,17,0.00
6772,5,10,No,45,Malaysia,10,0.00
6773,5,10,No,37,India,17,0.00
6774,5,10,No,11,Netherlands,26,0.00
6775,5,10,No,83,Kenya,80,0.00
6776,5,10,No,34,Singapore,25,0.00
6777,5,10,No,6,Indonesia,11,0.00
6778,5,10,No,8,Korea,80,0.00
6779,5,10,No,15,India,27,0.00
6780,5,10,No,76,United States,25,0.00
6781,5,10,No,58,United States,58,0.00
6782,5,10,No,18,Taiwan,18,0.00
6783,5,10,No,55,Japan,47,0.00
6784,5,10,No,1,Thailand,19,0.00
6785,5,10,No,12,United States,10,0.00
6786,5,10,No,1,Singapore,10,0.00
6787,5,10,No,13,Singapore,16,0.00
6788,5,10,No,2,Indonesia,10,0.00
6789,5,10,No,99,Thailand,20,0.00
6790,5,10,No,4,Indonesia,10,0.00
6791,5,10,No,61,Philippines,10,0.00
6792,5,10,No,29,Thailand,12,0.00
6793,5,10,No,1,Singapore,10,0.00
6794,5,10,No,29,Sri Lanka,25,0.00
6795,5,10,No,2,Thailand,17,0.00
6796,5,10,No,7,China,22,0.00
6797,5,10,No,35,Indonesia,10,0.00
6798,5,10,No,76,China,19,0.00
6799,5,10,No,5,Indonesia,10,0.00
6800,5,10,No,319,Philippines,13,0.00
6801,5,10,No,147,China,14,0.00
6802,5,10,No,1,Indonesia,10,0.00
6803,5,10,No,9,China,75,0.00
6804,5,10,No,6,China,30,0.00
6805,5,10,No,9,Hong Kong,15,0.00
6806,5,10,No,16,Australia,10,0.00
6807,5,10,No,48,United Arab Emirates,59,0.00
6808,5,10,No,48,Thailand,18,0.00
6809,5,10,No,82,Indonesia,10,0.00
6810,5,10,No,43,Thailand,10,0.00
6811,5,10,No,4,Brunei Darussalam,41,0.00
6812,5,10,No,31,Australia,10,0.00
6813,5,10,No,29,Indonesia,12,0.00
6814,5,10,No,13,Vietnam,10,0.00
6815,5,10,No,13,Thailand,20,0.00
6816,5,10,No,49,Vietnam,19,0.00
6817,5,10,No,7,Hong Kong,15,0.00
6818,5,10,No,14,Thailand,12,0.00
6819,5,10,No,11,Taiwan,19,0.00
6820,5,10,No,78,Indonesia,10,0.00
6821,5,10,No,63,Indonesia,19,0.00
6822,5,10,No,10,Indonesia,10,0.00
6823,5,11,No,4,Thailand,27,0.00
6824,5,11,No,13,United States,43,0.00
6825,5,11,No,3,Indonesia,20,0.00
6826,5,11,No,4,Singapore,20,0.00
6827,5,11,No,13,United States,30,0.00
6828,5,11,No,76,United States,20,0.00
6829,5,11,No,1,Saudi Arabia,20,0.00
6830,5,11,No,5,China,28,0.00
6831,5,11,No,10,United States,21,0.00
6832,5,11,No,4,Germany,20,0.00
6833,5,11,No,4,Singapore,55,0.00
6834,5,11,No,130,United States,20,0.00
6835,5,11,No,138,United States,20,0.00
6836,5,11,No,7,Philippines,20,0.00
6837,5,11,No,3,Malaysia,20,0.00
6838,7,3,No,4,India,78,31.20
6839,7,3,No,69,India,144,57.60
6840,7,3,No,52,India,95,38.00
6841,7,3,No,11,India,50,20.00
6842,9,12,No,13,Singapore,21,5.98
6843,9,12,No,13,Singapore,1,0.32
6844,9,12,No,28,Singapore,4,1.25
6845,9,12,No,41,Singapore,4,1.16
6846,9,12,No,76,Singapore,6,1.80
6847,9,12,No,13,Singapore,8,2.36
6848,9,12,No,4857,Singapore,0,0.09
6849,9,12,No,27,Singapore,11,2.95
6850,9,12,No,48,Singapore,8,2.22
6851,3,4,No,121,Taiwan,35,12.25
6852,3,4,No,38,Finland,69,24.15
6853,3,4,No,8,China,26,9.10
6854,3,4,No,50,Thailand,22,7.70
6855,3,4,No,16,Hong Kong,22,7.70
6856,3,4,No,6,Malaysia,18,6.30
6857,3,4,No,5,Thailand,18,6.30
6858,3,4,No,78,Thailand,22,7.70
6859,3,4,No,62,Taiwan,26,9.10
6860,3,4,No,54,Thailand,18,6.30
6861,3,4,No,3,Hong Kong,22,7.70
6862,3,4,No,14,India,35,12.25
6863,3,4,No,12,Thailand,22,7.70
6864,3,3,No,11,Nepal,0,23.45
6865,13,3,No,48,France,95,36.10
6866,10,13,No,1,Malaysia,8,2.90
6867,10,13,No,2,Philippines,5,1.73
6868,6,7,No,7,Singapore,23,5.85
6869,6,7,No,8,Singapore,23,5.85
6870,6,7,No,70,Singapore,19,4.72
6871,6,7,No,8,Singapore,27,6.75
6872,6,7,No,11,Singapore,31,7.64
6873,6,7,No,7,Singapore,23,5.85
6874,6,7,No,8,Singapore,31,7.64
6875,6,7,No,5,Singapore,18,4.39
6876,6,8,No,12,Singapore,44,10.89
6877,6,14,No,19,Singapore,113,28.18
6878,6,14,No,7,Singapore,54,13.50
6879,6,9,No,373,Singapore,301,75.25
6880,6,9,No,365,Singapore,301,75.25
6881,2,2,No,106,Australia,79,47.52
6882,2,2,No,4,Netherlands,40,23.76
6883,2,2,No,90,Australia,50,29.70
6884,2,2,No,6,United States,40,23.76
6885,2,2,No,112,Korea,0,17.82
6886,2,2,No,20,United States,89,53.46
6887,2,2,No,9,Australia,40,23.76
6888,2,2,No,23,Australia,50,29.70
6889,2,2,Yes,35,Australia,158,95.04
6890,2,2,No,42,Malaysia,30,17.82
6891,2,2,No,108,New Zealand,40,23.76
6892,2,2,No,116,New Zealand,79,47.52
6893,2,2,No,124,Malaysia,40,23.76
6894,2,2,No,82,United Kingdom,69,41.58
6895,2,2,No,118,Australia,69,41.58
6896,2,2,No,6,Malaysia,0,11.88
6897,2,2,No,15,Ireland,99,59.40
6898,2,2,No,5,Thailand,30,17.82
6899,5,6,No,19,Singapore,79,0.00
6900,5,6,No,20,United Kingdom,110,0.00
6901,5,6,No,35,Hong Kong,41,0.00
6902,5,6,No,7,Hong Kong,22,0.00
6903,5,6,No,35,Philippines,34,0.00
6904,5,6,No,34,Japan,46,0.00
6905,5,6,No,15,Thailand,20,0.00
6906,5,6,No,5,Thailand,20,0.00
6907,5,6,No,62,Taiwan,40,0.00
6908,5,6,No,5,Singapore,58,0.00
6909,5,6,No,174,Korea,83,0.00
6910,5,6,No,5,Thailand,44,0.00
6911,5,6,No,83,Thailand,20,0.00
6912,5,6,No,13,Thailand,20,0.00
6913,5,6,No,16,Hong Kong,21,0.00
6914,5,6,No,119,France,112,0.00
6915,5,6,No,113,Indonesia,20,0.00
6916,5,6,No,239,China,20,0.00
6917,5,6,No,13,Thailand,39,0.00
6918,5,6,No,17,Myanmar,20,0.00
6919,5,6,No,34,Thailand,24,0.00
6920,5,6,No,21,Vietnam,24,0.00
6921,5,6,No,14,United States,77,0.00
6922,5,6,No,35,Indonesia,20,0.00
6923,5,6,No,10,Philippines,20,0.00
6924,5,6,No,64,Japan,48,0.00
6925,5,6,No,64,Philippines,23,0.00
6926,5,6,No,20,Thailand,31,0.00
6927,5,6,No,10,Germany,35,0.00
6928,5,6,No,13,Hong Kong,24,0.00
6929,5,6,No,17,Japan,51,0.00
6930,5,6,No,13,Korea,112,0.00
6931,5,6,No,21,Singapore,32,0.00
6932,5,6,No,29,Indonesia,26,0.00
6933,5,6,No,113,Thailand,22,0.00
6934,5,6,No,139,Indonesia,52,0.00
6935,5,6,No,9,Japan,47,0.00
6936,5,6,No,13,Thailand,20,0.00
6937,5,6,No,101,Croatia,61,0.00
6938,5,6,No,4,Malaysia,21,0.00
6939,5,6,No,103,Thailand,44,0.00
6940,5,6,No,9,Thailand,112,0.00
6941,5,6,No,46,United States,94,0.00
6942,5,6,No,137,Korea,49,0.00
6943,5,6,No,5,Malaysia,20,0.00
6944,5,6,No,12,Vietnam,20,0.00
6945,5,6,No,46,Singapore,30,0.00
6946,5,6,No,30,Lao,20,0.00
6947,5,6,No,27,China,40,0.00
6948,5,6,No,5,Hong Kong,112,0.00
6949,5,6,No,54,Japan,29,0.00
6950,5,6,No,91,New Zealand,76,0.00
6951,5,6,No,7,China,0,0.00
6952,5,6,No,7,China,39,0.00
6953,5,6,No,4,Malaysia,20,0.00
6954,5,6,No,4,Malaysia,20,0.00
6955,5,6,No,7,Indonesia,41,0.00
6956,5,6,No,10,Indonesia,21,0.00
6957,5,10,No,39,Ireland,51,0.00
6958,5,10,No,137,China,20,0.00
6959,5,10,No,6,Hong Kong,29,0.00
6960,5,10,No,1,Vietnam,10,0.00
6961,5,10,No,76,Australia,18,0.00
6962,5,10,No,6,Cambodia,17,0.00
6963,5,10,No,10,Indonesia,10,0.00
6964,5,10,No,12,Philippines,13,0.00
6965,5,10,No,2,China,20,0.00
6966,5,10,No,60,Sri Lanka,30,0.00
6967,5,10,No,9,Indonesia,26,0.00
6968,5,10,No,2,New Zealand,58,0.00
6969,5,10,No,28,Philippines,10,0.00
6970,5,10,No,34,Spain,56,0.00
6971,5,10,No,12,Malaysia,10,0.00
6972,5,10,No,2,Philippines,10,0.00
6973,5,10,Yes,14,China,31,0.00
6974,5,10,No,2,Bangladesh,10,0.00
6975,5,10,No,6,Hong Kong,29,0.00
6976,5,10,No,68,Myanmar,14,0.00
6977,5,10,No,62,Singapore,63,0.00
6978,5,10,No,4,Malaysia,11,0.00
6979,5,10,No,84,Thailand,27,0.00
6980,5,10,No,4,Singapore,10,0.00
6981,5,10,No,119,France,80,0.00
6982,5,10,No,203,Spain,77,0.00
6983,5,10,No,90,China,28,0.00
6984,5,10,No,199,Canada,128,0.00
6985,5,10,No,29,United States,0,0.00
6986,5,10,No,15,Singapore,10,0.00
6987,5,10,No,109,Norway,18,0.00
6988,5,10,No,26,Hong Kong,17,0.00
6989,5,10,No,21,India,29,0.00
6990,5,10,No,14,India,13,0.00
6991,5,10,No,5,Hong Kong,17,0.00
6992,5,10,No,14,Vietnam,33,0.00
6993,5,10,No,54,Philippines,23,0.00
6994,5,10,No,23,Thailand,10,0.00
6995,5,10,No,27,Philippines,10,0.00
6996,5,10,No,14,Thailand,10,0.00
6997,5,10,No,31,Thailand,10,0.00
6998,5,10,No,177,India,14,0.00
6999,5,10,No,3,Singapore,10,0.00
7000,5,10,No,13,Indonesia,10,0.00
7001,5,10,No,19,Malaysia,10,0.00
7002,5,10,No,6,China,34,0.00
7003,5,10,No,12,Singapore,12,0.00
7004,5,10,No,10,China,15,0.00
7005,5,10,No,6,China,34,0.00
7006,5,10,No,15,India,20,0.00
7007,5,10,No,10,China,15,0.00
7008,5,10,No,30,Indonesia,10,0.00
7009,5,10,No,18,China,31,0.00
7010,5,10,No,28,Japan,30,0.00
7011,5,10,No,10,Indonesia,10,0.00
7012,5,10,No,64,Philippines,11,0.00
7013,5,10,No,6,Indonesia,11,0.00
7014,5,10,No,16,Cambodia,11,0.00
7015,5,10,No,5,Cambodia,15,0.00
7016,5,10,No,7,Singapore,22,0.00
7017,5,10,No,237,Korea,10,0.00
7018,5,10,No,17,India,24,0.00
7019,5,10,No,4,Thailand,14,0.00
7020,5,10,No,8,Thailand,10,0.00
7021,5,10,No,15,New Zealand,10,0.00
7022,5,10,No,16,Taiwan,16,0.00
7023,5,10,No,33,Indonesia,10,0.00
7024,5,10,No,26,Cambodia,11,0.00
7025,5,10,No,206,Iceland,66,0.00
7026,5,10,No,95,Germany,36,0.00
7027,5,10,No,19,Thailand,15,0.00
7028,5,10,No,5,Malaysia,10,0.00
7029,5,10,No,106,Thailand,14,0.00
7030,5,10,No,4,Singapore,10,0.00
7031,5,10,No,9,Malaysia,23,0.00
7032,5,10,No,35,Vietnam,12,0.00
7033,5,10,No,131,Canada,10,0.00
7034,5,10,No,9,India,34,0.00
7035,5,10,No,27,Thailand,10,0.00
7036,5,10,No,2,Malaysia,10,0.00
7037,5,10,No,7,Korea,55,0.00
7038,5,10,No,9,Japan,0,0.00
7039,5,10,No,10,Indonesia,10,0.00
7040,5,10,No,9,United Arab Emirates,49,0.00
7041,5,10,No,5,Singapore,10,0.00
7042,5,10,No,21,Myanmar,14,0.00
7043,5,11,No,4,China,23,0.00
7044,5,11,No,8,Malaysia,20,0.00
7045,5,11,No,12,China,22,0.00
7046,5,11,No,3,Korea,44,0.00
7047,5,11,No,8,Thailand,25,0.00
7048,5,11,No,76,Philippines,20,0.00
7049,5,11,No,29,Sri Lanka,20,0.00
7050,5,11,No,2,Indonesia,21,0.00
7051,5,11,No,14,Malaysia,20,0.00
7052,5,11,No,13,Singapore,20,0.00
7053,5,11,No,6,Philippines,20,0.00
7054,7,3,No,6,India,31,12.40
7055,4,5,No,34,Indonesia,29,11.02
7056,8,3,No,5,Brunei Darussalam,15,6.00
7057,8,3,No,6,Brunei Darussalam,15,6.00
7058,9,12,No,15,Singapore,2,0.66
7059,9,12,No,20,Singapore,4,1.25
7060,9,12,No,25,Singapore,9,2.56
7061,9,12,No,19,Singapore,1,0.22
7062,9,12,No,9,Singapore,1,0.24
7063,9,12,No,173,Singapore,23,6.38
7064,3,4,No,38,Thailand,22,7.70
7065,3,4,No,12,China,35,12.25
7066,3,4,No,65,Vietnam,22,7.70
7067,3,4,No,1,China,22,7.70
7068,3,4,No,8,Hong Kong,26,9.10
7069,3,4,No,3,Thailand,18,6.30
7070,3,4,No,11,Myanmar,30,10.50
7071,3,4,No,22,Malaysia,30,10.50
7072,3,4,No,6,Thailand,18,6.30
7073,3,4,No,20,India,40,14.00
7074,3,4,No,5,Thailand,22,7.70
7075,3,4,No,17,Malaysia,18,6.30
7076,3,4,No,78,Hong Kong,26,9.10
7077,3,4,No,20,Myanmar,18,6.30
7078,3,4,No,39,Vietnam,22,7.70
7079,3,4,No,4,Myanmar,18,6.30
7080,3,4,No,52,Japan,40,14.00
7081,3,4,No,100,China,35,12.25
7082,3,4,No,6,China,26,9.10
7083,3,4,No,9,Hong Kong,26,9.10
7084,3,3,No,92,Japan,58,20.30
7085,3,3,No,21,Thailand,33,11.55
7086,11,1,No,34,Malaysia,29,9.57
7087,10,3,No,9,Malaysia,29,10.15
7088,10,13,No,13,Philippines,3,0.90
7089,6,7,No,82,Singapore,166,41.44
7090,6,7,No,25,Singapore,31,7.64
7091,6,7,No,12,Singapore,24,5.95
7092,6,7,No,12,Singapore,35,8.63
7093,6,7,No,3,Singapore,16,4.03
7094,6,7,No,18,Singapore,70,17.39
7095,6,7,No,5,Singapore,15,3.74
7096,6,7,No,6,Singapore,18,4.39
7097,6,7,No,11,Singapore,22,5.53
7098,6,8,No,8,Singapore,38,9.38
7099,6,8,No,4,Singapore,26,6.47
7100,6,8,No,14,Singapore,55,13.65
7101,6,14,Yes,33,Singapore,69,17.15
7102,6,9,No,365,Singapore,253,63.21
7103,6,9,No,365,Singapore,301,75.25
7104,2,2,No,39,Australia,69,41.58
7105,2,2,No,12,Thailand,40,23.76
7106,2,2,Yes,118,South Africa,69,41.58
7107,2,2,Yes,111,South Africa,59,35.64
7108,2,2,No,168,Australia,89,53.46
7109,2,2,No,18,Australia,0,41.58
7110,2,2,No,138,United Kingdom,30,17.82
7111,2,2,No,21,Thailand,40,23.76
7112,2,2,No,9,Japan,30,17.82
